timestamp,vel_x,vel_y,state_estimate_x,state_estimate_y,state_estimate_vx,state_estimate_vy,raw_x,raw_y,z,alpha_x,alpha_y,lm_x,lm_y
32332,-0.005029646056482877,0.18047585510749709,0.004394042305648327,0.02519099786877632,0.0036119697615504265,-0.005068374332040548,-0.005029651089388322,0.18047585528831536,0.38672149181365967,1.0,1.0,0.0,0.25
32432,-0.0020333900929006177,0.16082032826320397,0.003967897035181522,0.017871789634227753,-0.0008089623297564685,-0.023625656962394714,-0.0020333921276084197,0.16082032842432942,0.4090922176837921,1.0,1.0,0.0,0.25
32532,-0.0005278308083471703,0.1477301206079234,0.0036173337139189243,0.019070863723754883,-0.005215850193053484,0.01876876689493656,-0.0005278313365200317,0.1477301207559338,0.4363405704498291,1.0,1.0,0.0,0.25
32632,0.0027928889423455188,0.12993209081791393,0.0005334299057722092,0.02234623208642006,-0.011948822997510433,0.06640780717134476,0.002792891737044352,0.12993209094809255,0.46305567026138306,1.0,1.0,0.0,0.25
32722,0.002145544663027169,0.10564915751672453,0.001037110690958798,0.03091215342283249,-0.008464627899229527,0.10728390514850616,0.002145546809962221,0.10564915762257415,0.48206886649131775,1.0,1.0,0.0,0.25
32832,0.0041211075655882435,0.09216976214951375,-0.0010829591192305088,0.04106111824512482,-0.008376841433346272,0.13394160568714142,0.004121111689366432,0.09216976224185837,0.5014591813087463,1.0,1.0,0.0,0.25
32932,0.005200878568196798,0.07943931669064488,-0.0027276903856545687,0.054750218987464905,-0.006515991408377886,0.14487150311470032,0.005200883772445718,0.07943931677023491,0.5134599208831787,1.0,1.0,0.0,0.25
33022,0.003433774498596436,0.07160669603202416,-0.003487933427095413,0.06779924780130386,-0.003958237823098898,0.1415930837392807,0.0034337779345961425,0.07160669610376671,0.5186448097229004,1.0,1.0,0.0,0.25
33132,0.004703301253011425,0.07854368569732775,-0.0047384523786604404,0.07550501823425293,-0.000641690450720489,0.1127997636795044,0.004703305959360584,0.07854368577602046,0.5224958658218384,1.0,1.0,0.0,0.25
33232,0.0035678435922450696,0.07555800018938186,-0.007655676454305649,0.08372605592012405,-0.001160460989922285,0.08845233917236328,0.003567847162400751,0.07555800026508322,0.5266605615615845,1.0,1.0,0.0,0.25
33322,0.003960891655809796,0.08420004831535687,-0.007341319695115089,0.08961217105388641,0.0029325741343200207,0.07080989331007004,0.003960895619268249,0.08420004839971666,0.5285654067993164,1.0,1.0,0.0,0.25
33432,0.008343492287481572,0.08202856422225052,-0.010753083974123001,0.09624768793582916,-0.0011849524453282356,0.06002955511212349,0.008343500636380738,0.08202856430443471,0.530589759349823,1.0,1.0,0.0,0.25
33532,0.0036477417502768796,0.08850584107317058,-0.008335654623806477,0.09500858187675476,0.0036374914925545454,0.048146460205316544,0.003647745400382496,0.08850584116184433,0.5326870083808899,1.0,1.0,0.0,0.25
33632,0.007221518240536139,0.07755574902372694,-0.009579704143106937,0.10278349369764328,0.0022550607100129128,0.0573023296892643,0.00722152546673418,0.07755574910142984,0.5374600291252136,1.0,1.0,0.0,0.25
33732,0.009501376425850508,0.07672988069500969,-0.012178530916571617,0.10492243617773056,-0.0029359525069594383,0.06056540086865425,0.009501385933384163,0.07672988077188514,0.5398616194725037,1.0,1.0,0.0,0.25
33832,0.012405175611575761,0.06540087483236388,-0.013800065033137798,0.11306755244731903,-0.00549923675134778,0.07334575802087784,0.012405175624004474,0.06540087489788884,0.5427181124687195,1.0,1.0,0.0,0.25
33932,0.01270842077000946,0.06236327828272502,-0.01507723517715931,0.1190529614686966,-0.005068258382380009,0.07765035331249237,0.012708420782741994,0.06236327834520662,0.5429825186729431,1.0,1.0,0.0,0.25
34032,0.011541150407204041,0.05288485598856082,-0.01598787121474743,0.12755689024925232,-0.0029354991856962442,0.08116157352924347,0.011541150418767087,0.05288485604154602,0.542229950428009,1.0,1.0,0.0,0.25
34132,0.00859602791017543,0.04947532664704979,-0.014704856090247631,0.1351907104253769,0.002777829533442855,0.07844726741313934,0.008596036511773871,0.04947532669661899,0.5408692955970764,1.0,1.0,0.0,0.25
34232,0.009732736166248847,0.04626362269699246,-0.014842151664197445,0.1423744410276413,0.005573004949837923,0.07233844697475433,0.00973274590529217,0.046263622743343856,0.5409725308418274,1.0,1.0,0.0,0.25
34322,0.009207367401408513,0.04960940407918765,-0.01590909995138645,0.1454482227563858,0.003935085143893957,0.060302674770355225,0.009207376614742614,0.04960940412889119,0.5410038828849792,1.0,1.0,0.0,0.25
34432,0.019434566916822212,0.047791580812176084,-0.02199575863778591,0.15201078355312347,-0.006686411332339048,0.05284031480550766,0.01943456693629365,0.047791580860058344,0.5415269136428833,1.0,1.0,0.0,0.25
34532,0.014344501732488258,0.04516754890885646,-0.021264884620904922,0.15673866868019104,-0.002152647590264678,0.04930683225393295,0.014344501746859976,0.045167548954109696,0.5423352122306824,1.0,1.0,0.0,0.25
34632,0.013723446023353559,0.042153954284448576,-0.021835792809724808,0.1622350513935089,0.0036844867281615734,0.049136146903038025,0.013723446037103043,0.04215395432668251,0.5424989461898804,1.0,1.0,0.0,0.25
34732,0.021191620036735966,0.04088514924863878,-0.028629006817936897,0.1652335226535797,-0.0018005056772381067,0.046103522181510925,0.02119162005796779,0.0408851492896015,0.5421292781829834,1.0,1.0,0.0,0.25
34832,0.01687494179150792,0.038892520889385274,-0.028929805383086205,0.16892512142658234,0.005582342389971018,0.045330412685871124,0.016874941808414878,0.03889252092835158,0.5400645732879639,1.0,1.0,0.0,0.25
